"gene","module"
"AT1G70760","blue"
"AT1G57680","turquoise"
"AT3G11420","turquoise"
"AT3G59080","turquoise"
"AT1G04220","green"
"AT4G36945","turquoise"
"AT4G18070","turquoise"
"AT4G39510","brown"
"AT1G43160","grey"
"AT1G22890","turquoise"
"AT2G43000","red"
"AT4G03450","red"
"AT3G05500","turquoise"
"AT3G09450","blue"
"AT4G35320","black"
"AT1G77060","magenta"
"AT3G26440","yellow"
"AT5G37590","yellow"
"AT1G07400","turquoise"
"AT1G20070","brown"
"AT4G36500","turquoise"
"AT5G51190","turquoise"
"AT2G29470","red"
"AT4G08870","brown"
"AT1G56650","brown"
"AT5G05600","black"
"AT5G22500","green"
"AT3G17390","turquoise"
"AT4G38840","brown"
"AT3G54830","blue"
"AT1G24150","turquoise"
"AT1G60270","blue"
"AT2G41310","brown"
"AT3G24090","yellow"
"AT1G72680","yellow"
"AT2G19800","turquoise"
"AT3G20470","brown"
"AT4G25070","turquoise"
"AT1G52040","blue"
"AT4G08770","red"
"AT1G51660","turquoise"
"AT5G46490","turquoise"
"AT1G14200","turquoise"
"AT5G20000","yellow"
"AT1G01480","turquoise"
"AT5G60270","turquoise"
"AT2G36690","yellow"
"AT1G61120","turquoise"
"AT5G27520","turquoise"
"AT2G40140","turquoise"
"AT4G11660","turquoise"
"AT5G24490","blue"
"AT3G54420","yellow"
"AT5G57180","brown"
"AT5G56030","turquoise"
"AT5G50460","yellow"
"AT5G49900","turquoise"
"AT1G52200","yellow"
"AT5G48657","turquoise"
"AT2G42010","turquoise"
"AT4G17470","blue"
"AT3G02020","brown"
"AT1G04240","blue"
"AT4G23190","turquoise"
"AT4G11890","red"
"AT1G75310","black"
"AT2G15890","pink"
"AT1G44446","brown"
"AT2G23830","red"
"AT5G06870","magenta"
"AT2G33580","turquoise"
"AT5G52740","turquoise"
"AT4G26990","turquoise"
"AT4G25030","turquoise"
"AT2G37170","brown"
"AT5G27420","red"
"AT1G20310","turquoise"
"AT5G61210","turquoise"
"AT2G42950","turquoise"
"AT5G62360","blue"
"AT4G22570","blue"
"AT5G47240","black"
"AT4G23570","turquoise"
"AT1G60590","brown"
"AT5G23160","red"
"AT5G62165","blue"
"AT3G01290","turquoise"
"AT1G75690","blue"
"AT4G36850","blue"
"AT5G51630","turquoise"
"AT3G14470","turquoise"
"AT3G25610","turquoise"
"AT3G14680","green"
"AT3G28580","turquoise"
"AT5G64040","blue"
"AT2G02340","red"
"AT1G73805","turquoise"
"AT5G12050","blue"
"AT5G66070","turquoise"
"AT3G50800","turquoise"
"AT3G18050","brown"
"AT4G16960","turquoise"
"AT3G02880","turquoise"
"AT4G34710","turquoise"
"AT5G28237","black"
"AT5G36910","blue"
"AT1G48210","yellow"
"AT2G02320","turquoise"
"AT3G59820","green"
"AT4G11600","green"
"AT3G09440","turquoise"
"AT3G04720","red"
"AT3G47540","turquoise"
"AT1G54740","black"
"AT1G18620","blue"
"AT1G68600","blue"
"AT4G33666","brown"
"AT1G74070","blue"
"AT5G16960","yellow"
"AT2G03710","blue"
"AT2G04495","turquoise"
"AT4G23220","turquoise"
"AT2G47470","yellow"
"AT5G02160","blue"
"AT5G27765","turquoise"
"AT5G67080","turquoise"
"AT1G49500","blue"
"AT4G35300","green"
"AT1G29340","turquoise"
"ATCG00680","blue"
"AT3G55800","blue"
"AT2G21660","green"
"AT3G19710","blue"
"AT5G08790","turquoise"
"AT3G14870","black"
"AT1G74100","turquoise"
"AT1G64610","turquoise"
"AT1G04570","grey"
"AT4G25080","blue"
"AT1G02850","yellow"
"AT1G77120","green"
"AT3G23700","blue"
"AT1G21670","green"
"AT5G66650","turquoise"
"AT1G72950","turquoise"
"AT1G60730","yellow"
"AT1G26760","blue"
"AT4G17770","green"
"AT1G14150","blue"
"AT3G25690","blue"
"AT1G65240","turquoise"
"AT5G61890","green"
"AT5G61590","brown"
"AT5G08350","turquoise"
"AT1G18000","blue"
"AT3G50240","magenta"
"AT5G62430","magenta"
"AT5G04190","blue"
"AT1G68010","blue"
"AT2G30360","turquoise"
"AT1G51800","turquoise"
"AT2G30720","turquoise"
"AT1G09560","yellow"
"AT5G64790","turquoise"
"AT1G74950","black"
"AT4G12980","blue"
"AT1G19050","blue"
"AT1G60260","blue"
"AT4G25110","red"
"AT3G50480","red"
"AT5G60890","blue"
"AT1G23390","pink"
"AT4G27440","brown"
"AT4G34200","green"
"AT5G62920","blue"
"AT3G17800","turquoise"
"AT2G26440","yellow"
"AT5G11000","turquoise"
"AT1G10070","yellow"
"AT4G29670","turquoise"
"AT2G32530","brown"
"AT4G14450","turquoise"
"AT4G37900","red"
"AT2G29450","black"
"AT1G09350","brown"
"AT1G15980","blue"
"AT4G30440","turquoise"
"AT1G42970","blue"
"AT1G11950","turquoise"
"AT2G36780","yellow"
"AT5G01830","turquoise"
"AT3G18490","pink"
"AT2G05940","turquoise"
"AT2G29670","pink"
"AT5G46080","red"
"AT3G44400","turquoise"
"AT1G19450","blue"
"AT1G76790","green"
"AT5G49680","turquoise"
"AT3G29034","yellow"
"AT2G32930","turquoise"
"AT4G33985","turquoise"
"AT3G02070","turquoise"
"AT3G04140","brown"
"AT2G30830","blue"
"AT3G44630","turquoise"
"AT4G13770","brown"
"AT4G21570","turquoise"
"AT3G11700","black"
"AT2G32880","blue"
"AT2G22990","blue"
"AT4G23180","magenta"
"AT4G12830","blue"
"AT1G62560","brown"
"AT5G44910","yellow"
"AT3G19270","green"
"AT5G53110","yellow"
"AT4G24160","turquoise"
"AT5G18350","turquoise"
"AT1G52000","blue"
"AT5G55460","turquoise"
"AT2G37180","brown"
"AT3G26280","brown"
"AT1G76700","turquoise"
"AT3G16670","turquoise"
"AT5G13630","blue"
"AT1G11050","turquoise"
"AT4G03210","black"
"AT3G14200","turquoise"
"AT1G22690","magenta"
"AT2G28900","green"
"AT2G15050","brown"
"AT3G51450","turquoise"
"AT3G51920","turquoise"
"AT3G15200","turquoise"
"AT4G08040","turquoise"
"AT5G18400","turquoise"
"AT3G47430","brown"
"AT2G42220","blue"
"AT3G52870","turquoise"
"AT2G46520","turquoise"
"AT5G24210","yellow"
"AT1G22190","turquoise"
"AT5G26770","turquoise"
"AT4G15550","pink"
"AT1G74890","blue"
"AT5G58430","turquoise"
"AT5G38430","blue"
"AT1G53875","brown"
"AT5G59130","brown"
"AT4G28080","blue"
"AT5G09220","turquoise"
"AT5G13330","yellow"
"AT2G42760","black"
"AT4G09020","green"
"AT4G33010","blue"
"AT4G00430","brown"
"AT1G09750","blue"
"AT3G25717","brown"
"AT3G63210","pink"
"AT4G38970","blue"
"AT5G62480","red"
"AT1G15830","blue"
"AT5G04340","turquoise"
"AT2G46500","turquoise"
"AT1G80450","yellow"
"AT3G48090","turquoise"
"AT4G37800","blue"
"AT1G31290","turquoise"
"AT1G02640","blue"
"AT5G25930","turquoise"
"AT5G48655","turquoise"
"AT3G58990","brown"
"AT1G80440","pink"
"AT3G10985","turquoise"
"AT5G40000","turquoise"
"AT4G26120","turquoise"
"AT4G33050","turquoise"
"AT3G49780","turquoise"
"AT3G62150","turquoise"
"AT3G30775","turquoise"
"AT1G04490","turquoise"
"AT1G51920","red"
"AT1G74380","turquoise"
"AT1G69160","brown"
"AT5G36260","turquoise"
"AT1G27330","yellow"
"AT5G22920","blue"
"ATCG00720","blue"
"AT1G75460","brown"
"AT1G17590","turquoise"
"AT1G54575","yellow"
"AT1G17340","turquoise"
"AT5G48880","brown"
"AT4G34460","turquoise"
"AT2G21120","turquoise"
"AT4G34138","pink"
"AT3G15500","turquoise"
"AT3G05580","turquoise"
"AT1G29660","blue"
"AT3G09020","turquoise"
"AT5G51480","turquoise"
"AT5G12880","turquoise"
"AT2G40750","yellow"
"AT2G40840","green"
"AT5G03700","green"
"AT4G12120","turquoise"
"AT5G09440","brown"
"AT5G44190","brown"
"AT5G44130","blue"
"AT5G39530","blue"
"AT1G64200","magenta"
"AT1G17990","blue"
"AT1G67520","turquoise"
"AT1G30360","turquoise"
"AT1G53430","turquoise"
"AT2G15970","green"
"AT3G09010","red"
"AT4G01460","brown"
"AT1G08930","turquoise"
"AT5G48450","turquoise"
"AT5G23660","green"
"AT1G32640","magenta"
"AT1G72060","turquoise"
"AT1G72645","brown"
"AT2G12400","black"
"AT5G46350","yellow"
"AT2G03340","green"
"AT5G05365","turquoise"
"AT5G56850","blue"
"AT1G30420","turquoise"
"AT1G54570","green"
"AT1G34420","turquoise"
"AT3G52470","turquoise"
"AT2G26390","turquoise"
"AT5G37780","yellow"
"AT2G37970","turquoise"
"AT4G33905","turquoise"
"AT2G47440","black"
"AT3G11820","turquoise"
"AT4G35770","blue"
"AT5G61560","red"
"AT4G25390","turquoise"
"AT2G29100","red"
"AT2G41940","pink"
"AT3G61280","yellow"
"AT1G64900","brown"
"AT2G33570","black"
"AT1G22410","red"
"AT5G13770","blue"
"AT1G30520","blue"
"AT1G42990","turquoise"
"AT4G29060","blue"
"AT5G54630","brown"
"AT5G65630","turquoise"
"AT4G02330","turquoise"
"AT4G22690","magenta"
"AT5G40780","yellow"
"AT5G56860","blue"
"AT4G01700","yellow"
"AT3G58570","yellow"
"AT3G28130","brown"
"AT2G47550","turquoise"
"AT1G31280","turquoise"
"AT2G13790","turquoise"
"AT1G24170","turquoise"
"AT3G14460","turquoise"
"AT2G23120","turquoise"
"AT2G22300","turquoise"
"AT4G16240","green"
"AT3G07470","turquoise"
"AT5G25910","turquoise"
"AT3G19830","black"
"AT3G28180","turquoise"
"AT5G09660","blue"
"AT2G36800","green"
"AT4G17340","brown"
"AT1G71970","pink"
"AT5G39860","blue"
"AT4G10340","blue"
"AT4G27560","black"
"AT1G33730","turquoise"
"AT2G29320","brown"
"AT5G23850","turquoise"
"AT4G31950","turquoise"
"AT5G28630","magenta"
"AT1G52900","turquoise"
"AT2G47140","turquoise"
"AT4G27720","black"
"AT2G45660","green"
"AT1G06620","turquoise"
"AT3G23450","brown"
"AT1G67060","turquoise"
"AT1G48600","blue"
"AT3G60470","red"
"AT2G32800","turquoise"
"AT4G21830","yellow"
"AT1G32470","blue"
"AT4G12030","brown"
"AT5G02020","pink"
"AT5G39660","turquoise"
"AT3G28040","brown"
"AT3G23810","brown"
"AT4G08500","turquoise"
"AT4G15248","black"
"AT5G66900","turquoise"
"AT5G54585","blue"
"AT3G21560","yellow"
"AT3G60966","red"
"AT4G15430","blue"
"AT2G02070","green"
"AT3G44450","green"
"AT5G45380","yellow"
"AT1G62750","blue"
"AT4G30600","turquoise"
"AT2G23320","turquoise"
"AT1G51400","blue"
"AT1G20030","green"
"AT2G38860","red"
"AT1G70300","green"
"AT4G39890","turquoise"
"AT3G54050","blue"
"AT2G24540","blue"
"AT1G76110","brown"
"AT5G51440","turquoise"
"AT1G71100","turquoise"
"AT2G37760","green"
"AT5G59220","turquoise"
"AT5G13140","blue"
"AT3G21780","turquoise"
"AT4G27030","blue"
"AT1G63840","yellow"
"AT3G16510","turquoise"
"AT5G14200","brown"
"AT2G15480","red"
"AT2G45590","pink"
"AT5G48900","blue"
"AT5G22060","turquoise"
"AT5G10750","turquoise"
"AT4G10120","brown"
"AT1G70420","turquoise"
"AT3G54000","turquoise"
"AT2G28400","turquoise"
"AT1G50460","black"
"AT1G13550","red"
"AT5G58260","blue"
"AT3G62550","pink"
"AT4G28460","red"
"AT2G45290","yellow"
"AT5G61420","brown"
"AT1G55490","blue"
"AT1G13540","red"
"AT3G46930","turquoise"
"AT2G18193","turquoise"
"AT5G63180","brown"
"AT1G27130","magenta"
"AT4G17560","blue"
"AT2G17220","turquoise"
"AT5G23575","yellow"
"AT1G34750","turquoise"
"AT1G19570","blue"
"AT1G56120","yellow"
"AT1G11000","magenta"
"AT3G28600","turquoise"
"AT1G67800","turquoise"
"AT5G44060","turquoise"
"AT5G65010","blue"
"AT5G45680","blue"
"AT3G06500","turquoise"
"AT3G51980","yellow"
"AT3G16030","turquoise"
"AT4G18430","yellow"
"AT4G12310","brown"
"AT3G59310","magenta"
"AT2G45470","blue"
"AT5G62280","blue"
"AT2G39850","magenta"
"AT5G24160","green"
"AT3G49120","yellow"
"AT5G45950","brown"
"AT3G25600","turquoise"
"AT4G37010","red"
"AT1G76965","turquoise"
"AT1G18060","blue"
"AT2G34770","turquoise"
"AT2G37720","green"
"AT2G36830","brown"
"AT2G46240","turquoise"
"AT1G08450","red"
"AT5G45820","brown"
"AT3G50260","turquoise"
"AT1G09340","blue"
"AT5G50915","blue"
"AT4G15280","turquoise"
"AT3G14650","brown"
"AT1G07150","black"
"AT1G69830","green"
"AT5G08380","yellow"
"AT3G51660","yellow"
"AT4G02850","blue"
"AT2G45920","turquoise"
"AT1G75230","turquoise"
"AT5G44574","green"
"AT3G46660","green"
"AT1G34060","brown"
"AT1G18830","turquoise"
"AT5G54165","turquoise"
"AT2G41430","turquoise"
"AT1G53210","turquoise"
"AT3G16770","blue"
"AT1G18890","turquoise"
"AT3G44300","yellow"
"AT3G05360","red"
"AT5G63130","turquoise"
"AT3G22150","blue"
"AT1G60950","blue"
"AT5G11650","turquoise"
"AT1G01470","turquoise"
"AT3G27960","black"
"AT3G61490","green"
"AT5G61810","black"
"AT5G07690","brown"
"AT5G53050","black"
"AT4G16660","yellow"
"AT3G60415","red"
"AT1G80610","turquoise"
"AT1G75860","turquoise"
"AT5G67480","green"
"AT3G28850","turquoise"
"AT5G25920","turquoise"
"AT1G03600","blue"
"AT1G67470","turquoise"
"AT1G55450","turquoise"
"AT5G38650","yellow"
"AT5G59670","turquoise"
"AT5G58770","brown"
"AT2G18560","brown"
"AT1G20440","black"
"AT5G37300","brown"
"AT3G56400","red"
"AT4G38470","blue"
"AT4G25210","turquoise"
"AT1G70740","turquoise"
"AT2G16900","red"
"AT1G66580","yellow"
"AT1G77500","turquoise"
"AT3G03780","brown"
"AT3G25020","yellow"
"AT4G01010","turquoise"
"AT3G44730","turquoise"
"AT3G19580","turquoise"
"AT1G63830","turquoise"
"AT1G64770","blue"
"AT3G56080","brown"
"AT2G45340","brown"
"AT2G43520","green"
"AT5G44380","green"
"AT5G42570","turquoise"
"AT3G12320","magenta"
"AT4G22030","yellow"
"AT1G23080","brown"
"AT2G46830","blue"
"AT3G02800","turquoise"
"AT3G56410","turquoise"
"AT5G06990","turquoise"
"AT5G15350","turquoise"
"AT3G50470","turquoise"
"AT1G11860","blue"
"AT1G58520","brown"
"AT1G61370","turquoise"
"AT5G45000","red"
"AT2G32920","yellow"
"AT4G01310","blue"
"AT3G20820","brown"
"AT1G68570","pink"
"AT1G75750","blue"
"AT5G38520","blue"
"AT4G12000","black"
"AT1G09500","green"
"AT4G23030","turquoise"
"AT5G21930","blue"
"AT3G57880","turquoise"
"AT4G15620","green"
"AT3G09830","turquoise"
"AT2G22850","turquoise"
"AT2G34680","magenta"
"AT3G44860","turquoise"
"AT4G15417","yellow"
"AT2G44600","turquoise"
"AT5G17000","grey"
"AT2G30100","blue"
"AT1G32060","blue"
"AT2G19450","green"
"AT2G32290","brown"
"AT5G66600","turquoise"
"AT5G50160","pink"
"AT4G34620","blue"
"AT5G59920","black"
"AT4G27940","turquoise"
"AT5G23010","brown"
"AT5G54300","blue"
"AT5G54270","blue"
"AT4G34260","magenta"
"AT5G56010","turquoise"
"AT1G31770","green"
"AT5G56370","blue"
"AT1G44830","turquoise"
"AT4G31780","black"
"AT1G60190","turquoise"
"AT4G38770","brown"
"AT5G63160","black"
"AT1G03660","yellow"
"AT1G07320","blue"
"AT3G16420","blue"
"AT5G49480","turquoise"
"AT5G38410","blue"
"AT3G18890","blue"
"AT1G55370","blue"
"AT2G26190","turquoise"
"AT5G40010","red"
"AT5G64890","turquoise"
"AT4G23670","brown"
"AT5G57015","turquoise"
"AT5G15410","brown"
"AT4G16957","turquoise"
"AT5G57150","turquoise"
"AT4G23240","turquoise"
"AT3G23080","blue"
"AT4G27410","turquoise"
"AT1G65890","black"
"AT1G66550","yellow"
"AT1G62440","black"
"AT3G12910","red"
"AT5G12940","magenta"
"AT1G49975","blue"
"AT1G69570","turquoise"
"AT4G29190","pink"
"AT5G62140","brown"
"AT3G50820","blue"
"AT4G01540","turquoise"
"AT4G22890","blue"
"AT2G46370","brown"
"AT2G23270","turquoise"
"AT1G68440","turquoise"
"AT5G66850","turquoise"
"AT1G48370","yellow"
"AT3G10405","blue"
"AT2G40475","brown"
"AT5G23130","turquoise"
"AT3G01760","turquoise"
"AT5G28030","brown"
"AT3G14060","green"
"AT2G32010","brown"
"AT5G23920","brown"
"AT5G61820","green"
"AT1G69440","pink"
"AT5G17600","brown"
"AT2G13800","turquoise"
"AT1G78460","blue"
"AT3G24503","red"
"AT3G54600","blue"
"AT3G10930","turquoise"
"AT4G05050","turquoise"
"AT1G72330","yellow"
"AT2G05380","red"
"AT4G05020","turquoise"
"AT5G03210","turquoise"
"AT3G05880","green"
"AT1G07900","yellow"
"AT1G13990","yellow"
"AT5G06570","green"
"AT3G04010","grey"
"AT1G59590","red"
"AT1G12110","brown"
"AT4G19960","turquoise"
"AT4G23610","red"
"AT2G05070","blue"
"AT4G36430","yellow"
"AT2G29300","blue"
"AT4G37240","turquoise"
"AT3G54890","blue"
"AT3G51895","brown"
"AT1G64510","blue"
"AT2G43530","blue"
"AT4G16146","green"
"AT5G40540","turquoise"
"AT1G01520","blue"
"AT1G18390","red"
"AT1G11720","blue"
"AT1G59820","turquoise"
"AT5G26860","yellow"
"AT2G03750","brown"
"AT4G30910","turquoise"
"AT2G39330","brown"
"AT3G62750","brown"
"AT2G33120","turquoise"
"AT5G16170","red"
"AT1G32950","red"
"AT1G13210","turquoise"
"AT2G47560","turquoise"
"AT1G01620","blue"
"AT4G09350","brown"
"AT5G54500","yellow"
"AT3G60260","turquoise"
"AT5G12080","green"
"AT1G35710","turquoise"
"AT1G22770","green"
"AT1G30530","brown"
"AT1G56600","grey"
"AT1G21680","pink"
"AT5G56100","blue"
"AT3G47820","turquoise"
"AT5G27120","green"
"AT1G15790","red"
"AT2G37025","black"
"AT1G21500","blue"
"AT1G20450","black"
"AT5G35790","blue"
"AT3G56710","red"
"AT5G03355","turquoise"
"AT4G13850","green"
"AT5G46520","red"
"AT2G31880","turquoise"
"AT3G47160","pink"
"AT2G44080","turquoise"
"AT3G44750","green"
"AT5G17460","green"
"AT5G19230","turquoise"
"AT3G19720","blue"
"AT2G41110","turquoise"
"AT1G10360","magenta"
"AT3G13380","red"
"AT2G44380","green"
"AT1G72540","yellow"
"AT4G20830","turquoise"
"AT3G28070","brown"
"AT1G64680","blue"
"AT3G09405","turquoise"
"AT1G62840","red"
"AT5G05060","blue"
"AT4G25050","magenta"
"AT4G26400","turquoise"
"AT3G52150","blue"
"AT3G07780","turquoise"
"AT2G38120","blue"
"AT5G05140","turquoise"
"AT4G20170","black"
"AT2G21910","turquoise"
"AT1G13080","pink"
"AT1G68560","brown"
"AT3G28300","blue"
"AT2G33380","blue"
"AT3G49720","turquoise"
"AT4G37450","black"
"AT3G08940","blue"
"AT1G63850","pink"
"AT5G40610","magenta"
"AT5G55620","brown"
"AT2G19710","turquoise"
"AT1G72240","turquoise"
"AT1G16090","red"
"AT4G18270","brown"
"AT4G17140","green"
"AT1G74090","brown"
"AT2G39470","blue"
"AT3G22160","turquoise"
"AT3G51970","turquoise"
"AT4G38810","brown"
"AT1G71697","turquoise"
"AT3G24430","blue"
"AT5G21430","blue"
"AT3G11270","yellow"
"AT4G36670","green"
"AT5G65280","black"
"AT5G12420","yellow"
"AT1G01430","brown"
"AT5G60300","turquoise"
"AT3G17510","blue"
"AT2G28720","pink"
"AT1G29310","yellow"
"AT1G20190","brown"
"AT2G22770","magenta"
"AT3G44735","turquoise"
"AT2G46330","turquoise"
"AT3G25920","blue"
"AT5G58140","blue"
"AT3G51950","blue"
"AT1G67530","turquoise"
"AT3G03030","turquoise"
"AT5G52100","blue"
"AT2G01590","blue"
"AT3G14420","blue"
"AT5G05220","green"
"AT2G29720","red"
"AT3G49220","black"
"AT1G23740","blue"
"AT3G48420","blue"
"AT1G47380","turquoise"
"AT5G04870","turquoise"
"AT1G33170","brown"
"AT1G64060","turquoise"
"AT1G53470","green"
"AT3G57460","turquoise"
"AT5G07440","red"
"AT5G54130","blue"
"AT5G52310","green"
"AT4G25630","green"
"AT1G06680","blue"
"AT3G46670","green"
"ATCG00730","blue"
"AT3G50685","blue"
"AT5G06530","blue"
"AT5G18150","turquoise"
"AT1G63860","turquoise"
"AT2G37980","turquoise"
"AT1G66600","yellow"
"AT5G67385","brown"
"AT1G45145","turquoise"
"AT3G05730","turquoise"
"AT1G19720","blue"
"AT1G19715","blue"
"AT1G06410","turquoise"
"AT3G26840","turquoise"
"AT4G18970","blue"
"AT1G25550","turquoise"
"AT5G17850","turquoise"
"AT4G18340","magenta"
"AT5G25440","turquoise"
"AT4G24370","turquoise"
"AT2G19130","turquoise"
"AT1G50732","blue"
"AT4G35110","turquoise"
"AT2G17705","turquoise"
"AT3G12220","yellow"
"AT5G42010","red"
"AT1G04600","turquoise"
"AT2G21620","yellow"
"AT3G47570","turquoise"
"AT5G13730","brown"
"AT1G29910","blue"
"AT1G75170","red"
"AT2G17500","yellow"
"AT1G70140","yellow"
"AT4G35100","blue"
"AT4G19810","yellow"
"AT5G51570","yellow"
"AT2G27402","blue"
"AT1G75450","blue"
"AT2G38360","turquoise"
"AT2G35130","blue"
"AT5G54650","turquoise"
"AT2G18170","green"
"AT2G33080","red"
"AT5G14700","turquoise"
"AT1G24145","turquoise"
"AT1G06460","brown"
"AT1G16720","blue"
"AT1G49010","brown"
"AT1G48320","turquoise"
"AT4G13395","turquoise"
"AT2G05310","blue"
"AT4G01750","red"
"AT4G20460","green"
"AT1G63720","turquoise"
"AT4G13920","turquoise"
"AT1G60000","brown"
"AT1G29395","blue"
"AT1G55210","yellow"
"AT1G29930","blue"
"AT1G14260","red"
"AT4G17240","turquoise"
"AT1G78450","brown"
"AT2G01420","blue"
"AT1G14700","blue"
"AT3G07310","brown"
"AT5G54860","red"
"AT5G50800","green"
"AT3G57550","turquoise"
"AT1G14345","blue"
"AT5G40240","green"
"AT3G53230","yellow"
"AT3G26210","red"
"AT3G05200","turquoise"
"AT4G00780","magenta"
"AT2G26690","brown"
"AT2G29310","brown"
"AT2G39660","turquoise"
"AT1G51805","black"
"AT3G14690","green"
"AT3G45290","yellow"
"AT2G20340","brown"
"AT5G57800","green"
"AT2G30140","red"
"AT3G50840","brown"
"AT4G36360","brown"
"AT1G61490","turquoise"
"AT3G07360","black"
"AT4G24920","yellow"
"AT1G12420","turquoise"
"AT5G07070","turquoise"
"AT1G80120","turquoise"
"AT1G68200","turquoise"
"AT3G16050","turquoise"
"AT3G10530","green"
"AT4G22980","turquoise"
"AT5G57510","turquoise"
"AT3G05120","green"
"AT1G65490","blue"
"AT3G06880","blue"
"AT1G59865","turquoise"
"AT3G16530","turquoise"
"AT5G22860","green"
"AT1G67856","turquoise"
"AT2G41420","turquoise"
"AT5G27290","blue"
"AT4G05100","turquoise"
"AT2G31790","brown"
"AT2G33480","blue"
"AT4G30060","turquoise"
"AT3G26650","blue"
"AT2G47890","green"
"AT1G77360","turquoise"
"AT1G73870","blue"
"AT4G32980","brown"
"AT1G70100","black"
"AT5G17300","blue"
"AT1G55360","blue"
"AT4G23160","red"
"ATCG00330","blue"
"AT1G15820","blue"
"AT3G51430","yellow"
"AT2G44578","turquoise"
"AT3G58620","turquoise"
"AT2G43010","blue"
"AT4G04960","turquoise"
"AT5G23120","blue"
"AT1G28190","red"
"AT1G58200","magenta"
"AT3G05640","brown"
"AT1G19640","turquoise"
"AT1G64500","blue"
"AT1G74470","blue"
"AT1G72030","brown"
"AT3G56800","turquoise"
"AT2G16630","green"
"AT4G13410","blue"
"AT1G04200","turquoise"
"AT1G65590","blue"
"AT1G01260","magenta"
"AT1G51700","turquoise"
"AT5G58940","red"
"AT2G01150","turquoise"
"AT3G14990","turquoise"
"AT5G43860","green"
"AT2G40670","blue"
"AT2G44290","turquoise"
"AT1G66140","pink"
"AT4G21215","green"
"AT1G20010","brown"
"AT1G61250","turquoise"
"AT1G78410","red"
"AT3G14940","blue"
"AT4G33420","turquoise"
"AT5G20250","turquoise"
"AT1G15260","brown"
"AT2G36220","turquoise"
"AT4G37520","yellow"
"AT4G29850","turquoise"
"AT1G27020","grey"
"AT5G24810","turquoise"
"AT2G03120","yellow"
"AT5G15870","turquoise"
"AT1G25370","turquoise"
"AT3G20100","brown"
"AT2G44920","blue"
"AT3G22142","blue"
"AT5G18170","turquoise"
"AT5G58310","blue"
"AT1G26920","brown"
"AT1G45474","blue"
"AT5G01920","blue"
"AT1G20650","brown"
"AT3G51420","brown"
"AT1G42480","green"
"AT3G08030","magenta"
"AT3G26500","red"
"AT5G55220","blue"
"AT5G47120","red"
"AT5G04140","blue"
"AT1G30640","turquoise"
"AT5G44290","turquoise"
"AT2G46620","red"
"AT2G30490","turquoise"
"AT2G40095","red"
"AT5G41900","blue"
"AT3G15850","brown"
"AT1G76160","black"
"AT1G55480","blue"
"AT5G51720","blue"
"AT1G61100","black"
"AT4G17090","black"
"AT3G51340","green"
"AT1G67000","turquoise"
"AT5G44020","blue"
"AT1G75250","magenta"
"AT4G29700","magenta"
"AT4G26150","blue"
"AT5G37490","red"
"AT3G29360","turquoise"
"AT1G60800","brown"
"AT3G19480","blue"
"AT5G46230","yellow"
"AT2G18328","magenta"
"AT2G43100","brown"
"AT5G12930","turquoise"
"AT4G09010","blue"
"AT5G19240","turquoise"
"AT3G23640","magenta"
"AT1G70810","yellow"
"AT4G22620","blue"
"AT1G52565","turquoise"
"AT4G27830","green"
"AT1G65860","blue"
"AT4G14420","yellow"
"AT1G22882","turquoise"
"AT1G50740","turquoise"
"AT5G43420","turquoise"
"AT1G68340","turquoise"
"AT4G22755","magenta"
"AT5G09420","yellow"
"AT2G43030","blue"
"AT1G66130","blue"
"AT3G52060","brown"
"AT1G65230","blue"
"AT1G03870","black"
"AT4G26130","pink"
"AT5G46470","turquoise"
"AT2G19860","brown"
"AT5G45750","turquoise"
"AT2G29990","red"
"AT1G08315","turquoise"
"AT4G23550","yellow"
"AT4G35250","blue"
"AT1G14330","turquoise"
"AT2G31060","yellow"
"AT4G21650","blue"
"AT3G45140","blue"
"AT1G61360","turquoise"
"AT3G11650","turquoise"
"AT5G13100","turquoise"
"AT5G24155","brown"
"AT1G79450","yellow"
"AT2G33800","blue"
"AT4G35730","black"
"AT5G61520","green"
"AT1G14280","blue"
"AT4G28270","pink"
"AT5G15970","green"
"AT5G55970","turquoise"
"AT1G71880","green"
"AT1G27350","yellow"
"AT5G67250","turquoise"
"AT2G21320","brown"
"AT1G73480","turquoise"
"AT2G04305","turquoise"
"AT1G06160","grey"
"AT1G29920","blue"
"AT2G04240","pink"
"AT2G45680","turquoise"
"AT3G13120","blue"
"AT4G39710","blue"
"AT2G47450","brown"
"AT2G35060","green"
"AT5G42070","blue"
"AT3G61980","turquoise"
"AT2G05840","yellow"
"AT5G03230","pink"
"AT4G14040","blue"
"AT1G08940","turquoise"
"AT1G51790","turquoise"
"AT4G27900","pink"
"AT3G45600","green"
"AT3G58490","turquoise"
"AT5G55920","green"
"AT4G38950","blue"
"AT5G16010","green"
"AT1G29070","blue"
"AT2G42350","turquoise"
"AT3G19850","blue"
"AT5G64460","blue"
"AT1G18710","magenta"
"AT4G03320","yellow"
"AT5G63530","brown"
"AT5G56170","turquoise"
"AT4G39320","turquoise"
"AT1G72130","brown"
"AT3G56910","blue"
"AT3G12145","black"
"AT1G76680","turquoise"
"AT2G27580","turquoise"
"AT1G02430","yellow"
"AT4G14270","pink"
"AT3G59780","blue"
"AT5G01980","turquoise"
"AT1G11210","turquoise"
"AT3G14280","yellow"
"AT1G65250","turquoise"
