"gene","module"
"AT4G01810","yellow"
"AT5G46270","brown"
"AT3G56260","brown"
"AT5G08300","yellow"
"AT5G20910","yellow"
"AT2G32500","blue"
"AT1G33260","brown"
"AT2G46910","blue"
"AT1G14790","red"
"AT3G20080","brown"
"AT2G42620","brown"
"AT4G15670","blue"
"AT1G19700","brown"
"AT1G53920","yellow"
"AT2G23670","brown"
"AT3G26710","blue"
"AT4G10040","turquoise"
"AT1G48745","black"
"AT1G03090","blue"
"AT5G18080","blue"
"AT4G16890","turquoise"
"AT1G29980","black"
"AT5G47900","blue"
"AT3G10380","turquoise"
"AT1G66250","turquoise"
"AT5G66140","yellow"
"AT5G10690","blue"
"AT4G21926","turquoise"
"AT3G23110","turquoise"
"AT5G20020","yellow"
"AT2G43340","blue"
"AT3G16810","green"
"AT1G72940","turquoise"
"AT4G21990","yellow"
"AT2G44200","turquoise"
"AT3G17609","turquoise"
"AT3G43270","green"
"AT3G53700","brown"
"AT3G54100","turquoise"
"AT1G23310","magenta"
"AT2G34250","turquoise"
"AT1G21440","blue"
"AT5G26570","brown"
"AT4G22730","brown"
"AT2G24280","blue"
"AT1G63500","turquoise"
"AT4G21510","pink"
"AT2G20760","red"
"AT3G21690","yellow"
"AT1G72640","blue"
"AT5G15190","turquoise"
"AT2G35500","blue"
"AT5G19550","yellow"
"AT3G06490","turquoise"
"AT1G77680","blue"
"AT1G01360","blue"
"AT1G76100","blue"
"AT1G07010","blue"
"AT5G62740","yellow"
"AT3G16140","blue"
"AT1G28240","turquoise"
"AT3G55880","turquoise"
"AT3G06780","turquoise"
"AT3G05890","blue"
"AT1G18910","turquoise"
"AT5G14050","green"
"AT5G07820","pink"
"AT1G69610","turquoise"
"AT1G09160","black"
"AT5G65310","brown"
"AT4G34120","yellow"
"AT5G59450","turquoise"
"AT1G22590","blue"
"AT4G30720","blue"
"AT1G60690","blue"
"AT5G43270","brown"
"AT5G03140","brown"
"AT2G29995","green"
"AT4G14220","red"
"AT1G73130","turquoise"
"AT5G53160","pink"
"AT1G52080","green"
"AT5G38140","blue"
"AT4G19100","blue"
"AT1G04160","black"
"AT1G68530","brown"
"AT1G74920","magenta"
"AT4G20320","yellow"
"AT5G47640","blue"
"AT1G20693","green"
"AT3G53940","yellow"
"AT2G46550","pink"
"AT2G01670","red"
"AT2G33250","blue"
"AT2G05620","blue"
"AT3G11330","yellow"
"AT1G29060","yellow"
"AT4G05320","turquoise"
"AT4G02550","red"
"AT3G05165","brown"
"AT1G08540","blue"
"AT3G21330","blue"
"AT5G25810","blue"
"AT2G31740","red"
"AT5G04480","turquoise"
"AT2G03420","brown"
"AT3G13430","turquoise"
"AT1G69310","blue"
"AT2G15760","turquoise"
"AT1G52160","yellow"
"AT4G16680","black"
"AT4G39800","blue"
"AT1G70830","blue"
"AT5G53880","blue"
"AT5G35970","blue"
"AT1G71480","blue"
"AT3G49140","blue"
"AT3G62630","brown"
"AT5G06220","blue"
"AT3G66654","turquoise"
"AT4G00755","blue"
"AT3G05050","red"
"AT3G54200","turquoise"
"AT5G16510","yellow"
"AT5G58070","green"
"AT3G23410","brown"
"AT2G14750","blue"
"AT3G55605","yellow"
"AT5G66320","red"
"AT5G62960","magenta"
"AT1G28260","brown"
"AT2G20780","turquoise"
"AT4G00940","turquoise"
"AT5G23510","turquoise"
"AT5G52250","turquoise"
"AT4G20840","brown"
"AT3G13065","magenta"
"AT5G49630","turquoise"
"AT3G21750","brown"
"AT3G19150","turquoise"
"AT3G01550","magenta"
"AT1G70610","blue"
"AT4G27370","blue"
"AT2G47180","blue"
"AT1G57770","blue"
"AT3G57800","pink"
"AT5G20950","yellow"
"ATCG00070","blue"
"AT5G26820","brown"
"AT2G42975","brown"
"AT2G25625","blue"
"AT1G04810","yellow"
"AT4G33110","blue"
"AT4G39390","yellow"
"AT3G52710","turquoise"
"AT2G29550","black"
"AT3G05220","brown"
"AT5G14970","brown"
"AT5G42310","blue"
"AT2G33060","pink"
"AT1G65845","red"
"AT5G23750","blue"
"AT4G20940","blue"
"AT4G01026","blue"
"AT1G27680","green"
"AT1G61430","turquoise"
"AT1G09900","brown"
"AT3G46630","blue"
"AT3G25860","blue"
"AT1G77250","turquoise"
"AT5G62470","turquoise"
"AT2G34357","green"
"AT5G39760","green"
"AT3G47090","red"
"AT3G14850","green"
"AT1G26690","red"
"AT3G26890","blue"
"AT2G16500","turquoise"
"AT2G01680","pink"
"AT2G47485","green"
"AT1G47710","yellow"
"AT4G16370","brown"
"AT1G73060","blue"
"AT1G10210","pink"
"AT3G60200","turquoise"
"AT4G34560","brown"
"ATCG00740","blue"
"AT5G03460","yellow"
"AT3G53540","pink"
"AT1G25450","green"
"AT3G45900","brown"
"AT4G02920","brown"
"AT2G38640","brown"
"AT1G17610","turquoise"
"AT3G56010","blue"
"AT1G20560","green"
"AT3G04670","red"
"AT4G13110","turquoise"
"AT4G21910","brown"
"AT3G49470","blue"
"AT4G39950","turquoise"
"AT3G53100","blue"
"AT5G16715","blue"
"AT4G14210","blue"
"AT5G18590","green"
"AT1G02280","blue"
"AT5G54180","blue"
"AT1G06720","green"
"AT5G41050","brown"
"AT2G02020","blue"
"AT2G46650","black"
"AT4G26780","green"
"AT1G70480","turquoise"
"AT4G33220","brown"
"AT1G49430","brown"
"AT4G31210","green"
"AT4G30640","red"
"AT1G19835","blue"
"AT4G38580","green"
"AT1G62422","red"
"AT5G03650","blue"
"AT3G16000","brown"
"AT5G40830","brown"
"AT2G39980","turquoise"
"AT5G14370","brown"
"AT3G26470","turquoise"
"AT4G00180","blue"
"AT1G72750","turquoise"
"AT1G03360","green"
"AT5G20050","turquoise"
"AT4G33470","blue"
"AT5G16380","green"
"AT5G21020","magenta"
"AT4G13750","green"
"AT1G73170","brown"
"AT5G60120","brown"
"AT5G02270","turquoise"
"AT2G22400","green"
"AT4G13630","green"
"AT1G45191","brown"
"AT5G14260","blue"
"AT5G51820","blue"
"AT5G65210","pink"
"AT2G32710","pink"
"AT5G60040","green"
"AT4G30490","turquoise"
"AT4G16780","turquoise"
"AT2G23340","blue"
"AT3G55500","blue"
"AT2G13610","blue"
"AT1G30960","green"
"AT5G64840","brown"
"AT1G03457","turquoise"
"AT1G68760","turquoise"
"AT5G07030","brown"
"AT4G19006","yellow"
"AT5G47455","green"
"AT3G51600","green"
"AT2G24230","brown"
"AT3G55290","blue"
"AT5G38980","brown"
"AT3G06760","turquoise"
"AT3G45780","brown"
"AT4G19880","red"
"AT1G77760","brown"
"AT5G44400","yellow"
"AT3G60380","pink"
"AT4G16490","blue"
"AT1G04250","blue"
"AT2G21530","blue"
"AT4G15120","yellow"
"AT5G11240","yellow"
"AT4G25700","blue"
"AT3G05630","red"
"AT1G06400","turquoise"
"AT4G00760","magenta"
"AT1G10290","red"
"AT3G01800","yellow"
"AT5G62840","blue"
"AT3G18280","green"
"AT5G26751","turquoise"
"AT4G13670","blue"
"AT2G28410","blue"
"AT4G00400","blue"
"AT4G24010","brown"
"AT1G31660","green"
"AT3G48310","brown"
"AT3G09580","blue"
"AT3G06350","green"
"AT1G14060","yellow"
"AT1G31820","brown"
"AT5G45250","turquoise"
"AT3G03870","turquoise"
"AT3G45730","magenta"
"AT1G78510","brown"
"AT2G34510","blue"
"AT5G38150","blue"
"AT5G38890","yellow"
"AT1G52220","blue"
"AT5G43745","blue"
"AT2G01910","blue"
"AT2G32480","brown"
"AT5G15600","blue"
"AT4G30230","yellow"
"AT2G20260","blue"
"AT5G59750","blue"
"AT2G30390","brown"
"AT1G63680","brown"
"AT1G73110","blue"
"AT3G13990","turquoise"
"AT1G44800","grey"
"AT5G49570","red"
"AT3G21295","turquoise"
"AT2G23150","green"
"AT5G08330","blue"
"AT1G77550","green"
"AT1G09490","brown"
"AT1G61580","green"
"AT1G65850","turquoise"
"AT5G61480","brown"
"AT2G18630","turquoise"
"AT3G57120","turquoise"
"AT1G21400","yellow"
"AT2G44350","yellow"
"AT4G01960","red"
"AT3G06430","blue"
"AT1G12330","brown"
"AT3G09650","brown"
"AT2G42580","black"
"AT3G49650","brown"
"AT1G16150","turquoise"
"AT4G14020","grey"
"AT4G33300","red"
"AT2G02710","pink"
"AT3G53620","turquoise"
"AT2G19880","turquoise"
"AT5G55730","brown"
"AT4G35420","blue"
"AT2G24580","brown"
"AT3G54660","blue"
"AT5G52920","blue"
"AT1G32220","blue"
"AT1G73030","turquoise"
"AT2G46600","turquoise"
"AT5G63970","black"
"AT5G11230","green"
"AT2G27770","brown"
"AT1G53160","blue"
"AT4G35060","brown"
"AT5G62180","yellow"
"AT3G44020","blue"
"AT1G48460","green"
"AT1G04945","yellow"
"AT2G44180","red"
"AT1G17290","red"
"AT1G15740","blue"
"AT3G06150","brown"
"AT5G11790","blue"
"AT5G01520","brown"
"AT2G35620","brown"
"AT2G24270","blue"
"AT2G28110","yellow"
"AT3G11410","brown"
"AT3G26230","red"
"AT5G57565","black"
"AT3G04210","turquoise"
"AT5G41620","brown"
"AT1G23490","turquoise"
"AT2G47910","blue"
"AT4G36240","brown"
"AT1G23550","turquoise"
"AT1G28670","brown"
"AT1G20200","yellow"
"AT5G63860","green"
"AT3G56370","blue"
"AT1G56150","turquoise"
"AT1G54350","blue"
"AT1G64380","black"
"AT4G29510","green"
"AT1G22640","brown"
"AT1G13245","pink"
"AT3G26670","red"
"AT2G15090","brown"
"AT5G66052","brown"
"AT1G78670","blue"
"AT3G61380","turquoise"
"AT3G10270","blue"
"AT1G69420","blue"
"AT4G16700","yellow"
"AT5G61440","turquoise"
"AT2G36380","green"
"AT5G17230","blue"
"AT1G72700","yellow"
"AT2G42600","blue"
"AT3G16560","brown"
"AT4G02075","turquoise"
"AT2G29400","turquoise"
"AT4G18170","turquoise"
"AT4G18240","brown"
"AT2G34590","blue"
"AT1G51940","green"
"AT5G03330","turquoise"
"AT1G65820","yellow"
"AT1G08630","turquoise"
"AT5G22310","blue"
"AT2G35780","blue"
"AT2G19810","grey"
"AT4G28510","yellow"
"AT2G35020","red"
"AT4G36040","yellow"
"AT1G64950","green"
"AT5G10790","yellow"
"AT1G67860","turquoise"
"AT3G50140","red"
"AT1G62400","turquoise"
"AT3G19000","brown"
"AT5G65890","brown"
"AT1G05010","turquoise"
"AT2G21350","yellow"
"AT4G15480","brown"
"AT4G18220","blue"
"AT5G20730","turquoise"
"AT1G01600","grey"
"AT1G16240","turquoise"
"AT5G23810","green"
"AT3G13720","turquoise"
"AT5G62220","brown"
"AT3G53120","red"
"AT1G80110","turquoise"
"AT3G03000","turquoise"
"AT2G39050","yellow"
"AT5G01090","blue"
"AT2G47800","red"
"AT1G07020","red"
"AT3G22200","green"
"AT2G41290","blue"
"AT5G48560","yellow"
"AT1G14530","turquoise"
"AT4G01840","pink"
"AT2G23180","brown"
"AT5G53830","turquoise"
"AT3G14900","green"
"AT4G39980","turquoise"
"AT1G15890","turquoise"
"AT3G25660","blue"
"AT2G26710","brown"
"AT1G79660","magenta"
"AT1G01540","black"
"AT1G45230","brown"
"AT1G12000","yellow"
"AT5G54100","yellow"
"AT5G60400","pink"
"AT5G39000","turquoise"
"AT4G26970","yellow"
"AT2G45010","turquoise"
"AT5G03240","green"
"AT2G30620","pink"
"AT5G13000","blue"
"AT1G10155","magenta"
"AT2G21370","blue"
"AT1G29900","green"
"AT3G48730","blue"
"AT1G15480","green"
"AT3G50210","yellow"
"AT3G10080","blue"
"AT1G09530","pink"
"AT4G24090","blue"
"AT4G12600","green"
"AT2G28930","green"
"AT4G25640","yellow"
"AT3G61800","turquoise"
"AT1G23200","turquoise"
"AT1G25220","turquoise"
"AT3G21465","green"
"AT4G31510","turquoise"
"AT3G57660","green"
"AT5G57630","pink"
"AT3G08740","blue"
"AT4G15920","brown"
"AT3G22180","pink"
"AT1G62430","green"
"AT4G36760","yellow"
"AT3G23560","yellow"
"AT5G66770","brown"
"AT4G36580","green"
"AT5G60210","brown"
"AT1G23030","turquoise"
"AT5G27430","yellow"
"AT2G17110","turquoise"
"AT3G61750","blue"
"AT4G37910","yellow"
"AT5G11610","brown"
"AT3G15480","blue"
"AT1G17830","turquoise"
"AT2G27230","brown"
"AT1G10580","yellow"
"AT1G74810","green"
"AT3G07010","blue"
"AT1G02740","turquoise"
"AT2G29420","yellow"
"AT3G14150","blue"
"AT3G24050","turquoise"
"AT1G76990","brown"
"AT3G05380","yellow"
"AT3G08870","green"
"AT4G36870","brown"
"AT1G50640","turquoise"
"AT3G45850","blue"
"AT5G12300","turquoise"
"AT5G60050","brown"
"AT2G20110","red"
"AT5G62090","turquoise"
"AT2G01190","turquoise"
"AT4G04570","turquoise"
"AT4G08850","turquoise"
"AT2G23430","brown"
"AT1G70800","yellow"
"AT5G58650","turquoise"
"AT2G41010","turquoise"
"AT1G11200","turquoise"
"AT1G01180","grey"
"AT5G07830","green"
"AT1G69690","brown"
"AT3G55010","green"
"AT4G15630","green"
"AT4G17370","green"
"AT2G36470","red"
"AT5G51560","brown"
"AT1G13060","yellow"
"AT1G70560","brown"
"AT3G49240","green"
"AT2G21050","blue"
"AT1G01240","blue"
"AT5G62900","pink"
"AT5G20700","brown"
"AT5G66790","turquoise"
"AT1G65010","blue"
"AT4G18130","brown"
"AT1G77090","blue"
"AT4G08920","brown"
"AT4G35940","turquoise"
"AT4G38960","blue"
"AT5G18480","red"
"AT5G44510","blue"
"AT1G07240","turquoise"
"AT4G31590","brown"
"AT1G75580","brown"
"AT1G27500","turquoise"
"AT4G04180","green"
"AT5G44520","blue"
"AT1G10120","magenta"
"AT2G20950","blue"
"AT4G16515","blue"
"AT2G46430","yellow"
"AT5G50890","black"
"AT1G63810","green"
"AT1G13560","black"
"AT1G03905","turquoise"
"AT4G25880","yellow"
"ATCG00470","magenta"
"AT1G75020","turquoise"
"AT5G13740","blue"
"AT4G33910","turquoise"
"AT2G31340","turquoise"
"AT5G49700","yellow"
